code,L1_Code,L1_Name,L2_Code,L2_Name,L3_Code,L3_Name,L4_Code,L4_Name,L5_Code,L5_Name,Description,References,Questions,Notes,,,,,,,,,,,,,,,,,
21500,20000,Judicial,21500,Superior Court,,,,,,,"The Superior Court is a statewide court of general jurisdiction - handling both criminal and civil actions. The Superior Court has original jurisdiction in civil actions over $25,000, and in matters where equitable relief is sought. It also has original jurisdiction in actions including labor disputes where injunctive relief is sought, has exclusive authority to convene medical malpractice tribunals, has appellate jurisdiction over certain administrative proceedings, and may hold sittings for naturalization in any city or town. The court has exclusive original jurisdiction of first degree murder cases and original jurisdiction of all other crimes.",http://www.mass.gov/courts/court-info/trial-court/sc/,,,,,,,,,,,,,,,,,,,
21600,20000,Judicial,21600,Drug Court Division,,,,,,,"Drug courts address the issues underlying criminal behavior, such as drug or alcohol substance use disorder and/or mental illness. Drug Courts provide intensive, supervised probation and mandatory treatment, as well as random drug testing with progress monitored by a supervising probation officer. The court works with treatment providers, which provide clinical assessments, develop and monitor treatment placements, and identify ancillary counseling, case management and outreach services.",http://www.mass.gov/courts/programs/specialty-courts/#adult,,,,,,,,,,,,,,,,,,,
21800,20000,Judicial,21800,Clerk of Superior Court (constitutional officer),,,,,,,"The Office of the Clerk maintains the docket and calendar for the Superior Court full bench, attends sessions of the full court, maintains the docket, processes pertinent filings, serves as the court's liaison to parties or their counsel and is the keeper of the records.",http://www.mass.gov/courts/court-info/sjc/,,,,,,,,,,,,,,,,,,,
22000,20000,Judicial,22000,District Attorney,,,,,,,"The District Attorney (DA) represents the government in the prosecution of criminal offenses, and is the chief law enforcement officer and legal officer within a jurisdiction.  The prosecution is the legal party responsible for presenting the case against an individual who is suspected of breaking the law, initiating  and directing further criminal investigations, guiding and recommending the sentencing of offenders, and are the only attorneys allowed to participate in grand jury proceedings.",https://en.wikipedia.org/wiki/District_attorney,,,,,,,,,,,,,,,,,,,
23000,20000,Judicial,23000,State Court,,,,,,,State courts are the final arbiters of state laws and constitutions. Their interpretation of federal law or the U.S. Constitution may be appealed to the U.S. Supreme Court. The Supreme Court may choose to hear or not to hear such cases.,http://www.uscourts.gov/about-federal-courts/court-role-and-structure/comparing-federal-state-courts,,,,,,,,,,,,,,,,,,,
24000,20000,Judicial,24000,Magistrate Court,,,,,,,"Magistrate courts are non-lawyer small claims and petty crime courts.  Magistrates have jurisdiction over civil cases in which the financial amount in dispute is less than five thousand dollars. They hear misdemeanor cases and conduct preliminary examinations in felony cases. In criminal cases they issue and record affidavits, complaints, arrest warrants, and search warrants, as well as set bail and make decisions concerning proposed plea agreements, the collection of courts costs, cash bonds, and fines. Magistrates issue emergency protective orders in cases involving domestic violence.",https://en.wikipedia.org/wiki/Magistrate_court_(West_Virginia),,,,,,,,,,,,,,,,,,,
24500,20000,Judicial,24500,Probate and Family Court,,,,,,,"The Probate and Family Court Department has jurisdiction over family-related and probate matters such as divorce, paternity, child support, custody, visitation, adoption, termination of parental rights, abuse prevention and wills, estates, trusts, guardianships, conservatorships, and changes of name.",http://www.mass.gov/courts/court-info/trial-court/pfc/,,,,,,,,,,,,,,,,,,,
25000,20000,Judicial,25000,Recorders Court,,,,,,,"The Recorder’s Court hears City Court cases including traffic offenses, misdemeanors and violations of local ordinances. The Recorder’s Court staff is responsible for providing staff support to the Municipal Court Judge, preparing the court docket, entering all cases, notifying people of their docket time and collecting all fines and forfeitures. The Recorder’s Court provides fair and impartial jurisdiction over violations of State law and local ordinances.",http://www.cityoftoccoa.com/recorders-court.cfm,,,,,,,,,,,,,,,,,,,
26000,20000,Judicial,26000,Juvenile Court,,,,,,,"It is the mission of the Juvenile Court to protect children from abuse and neglect, to promote opportunities for children to reside in a safe, stable, permanent family environment, to strengthen families, to rehabilitate juveniles, to protect the public from delinquent and criminal behavior.",http://www.mass.gov/courts/court-info/trial-court/juv/,,,,,,,,,,,,,,,,,,,
26500,20000,Judicial,26500,Municipal Court,,,,,,,"The municipal court can hear both criminal and civil cases. The types of criminal cases that may be filed in Municipal Court Department include most felonies and misdemeanors that do not require a state prison sentence, as well as felonies punishable by a sentence of up to 5 years.

The types of civil cases that may be filed in the Municipal Court Department include contract and tort actions in which the likely recovery does not exceed $25,000; small claims cases in which the likely recovery does not exceed $7,000 and small claims jury appeals; summary process/eviction cases; supplementary process (collection on a judgment) cases; mental health matters; abuse prevention/restraining orders and harassment prevention orders; civil motor vehicle violations; and violations of certain city or town ordinances and by-laws.",http://www.mass.gov/courts/court-info/trial-court/bmc/,,,,,,,,,,,,,,,,,,,
27000,20000,Judicial,27000,Grand Jury,,,,,,,A grand jury is a legal body that is empowered to conduct official proceedings to investigate potential criminal conduct and to determine whether criminal charges should be brought. A grand jury may compel the production of documents and may compel the sworn testimony of witnesses to appear before it.,https://en.wikipedia.org/wiki/Grand_jury,,,,,,,,,,,,,,,,,,,
27500,20000,Judicial,27500,Law Library,,,,,,,"It is the mission of the Municipal Law Library to provide the judiciary, the public, the bar, and city, county, and state officials free access and use of legal reference materials in order that they may conduct their legal affairs and preserve their legal rights.",http://sflawlibrary.org/about-sfll,,,,,,,,,,,,,,,,,,,
